state,spending_type,income_level,age_group,total_spendings,date_posted
NY,Food and Restaurent,High Income,40 to 50,867,5/10/2014
AZ,Hobby,High Income,30 to 40,444,5/10/2014
NY,Food and Restaurent,High Income,<= 30,838,5/10/2014
NY,Gamble,High Income,<= 30,0,5/10/2014
NY,Hobby,High Income,30 to 40,67,5/10/2014
NY,Food and Restaurent,High Income,<= 30,585.66,5/10/2014
NY,Food and Restaurent,High Income,<= 30,668,5/10/2014
NY,Food and Restaurent,High Income,<= 30,0,5/10/2014
NY,Entertainment,High Income,<= 30,374,5/10/2014
NY,Food and Restaurent,High Income,<= 30,53,5/10/2014
NY,Food and Restaurent,High Income,<= 30,913,5/10/2014
AZ,Food and Restaurent,High Income,<= 30,444,5/10/2014
NY,Food and Restaurent,High Income,<= 30,300,5/10/2014
AZ,Hobby,High Income,30 to 40,444,5/11/2014
NY,Food and Restaurent,High Income,>= 50,366,5/11/2014
NY,Hobby,High Income,<= 30,198,5/11/2014
NY,Entertainment,High Income,40 to 50,3124,5/11/2014
NY,Food and Restaurent,High Income,<= 30,134,5/11/2014
NY,Hobby,High Income,<= 30,357,5/11/2014
AZ,Food and Restaurent,High Income,<= 30,444,5/11/2014
AZ,Food and Restaurent,Medium Income,<= 30,444,5/11/2014
AZ,Food and Restaurent,Medium Income,<= 30,444,5/11/2014
NY,Education,High Income,30 to 40,269,5/11/2014
AZ,Food and Restaurent,High Income,<= 30,444,5/12/2014
AZ,Food and Restaurent,High Income,<= 30,444,5/12/2014
NY,Entertainment,High Income,40 to 50,207,5/12/2014
NY,Entertainment,High Income,40 to 50,543,5/12/2014
AZ,Food and Restaurent,Medium Income,<= 30,444,5/12/2014
AZ,Entertainment,High Income,30 to 40,444,5/12/2014
AZ,Entertainment,High Income,<= 30,444,5/12/2014
NY,Food and Restaurent,High Income,30 to 40,31,5/13/2014
NY,Food and Restaurent,High Income,30 to 40,121,5/13/2014
AZ,Food and Restaurent,High Income,30 to 40,444,5/13/2014
AZ,Food and Restaurent,High Income,30 to 40,444,5/13/2014
AZ,Food and Restaurent,High Income,30 to 40,444,5/13/2014
AZ,Food and Restaurent,High Income,30 to 40,444,5/13/2014
AZ,Food and Restaurent,High Income,30 to 40,444,5/13/2014
NY,Entertainment,High Income,<= 30,268,5/13/2014
NY,Food and Restaurent,High Income,<= 30,336,5/13/2014
NY,Food and Restaurent,High Income,40 to 50,146,5/13/2014
NY,Food and Restaurent,High Income,<= 30,289,5/13/2014
NY,Hobby,High Income,<= 30,297,5/13/2014
NY,Hobby,High Income,<= 30,148,5/13/2014
NY,Food and Restaurent,High Income,<= 30,63,5/13/2014
NY,Hobby,High Income,<= 30,449,5/13/2014
AZ,Food and Restaurent,High Income,<= 30,444,5/13/2014
NY,Hobby,High Income,<= 30,160,5/13/2014
NY,Food and Restaurent,High Income,<= 30,186,5/13/2014
AZ,Food and Restaurent,High Income,>= 50,444,5/13/2014
NY,Hobby,High Income,>= 50,394,5/13/2014
AZ,Food and Restaurent,High Income,30 to 40,444,5/13/2014
NY,Food and Restaurent,High Income,<= 30,0,5/13/2014
AZ,Entertainment,Medium Income,30 to 40,444,5/13/2014
AZ,Food and Restaurent,High Income,30 to 40,444,5/13/2014
NY,Hobby,High Income,<= 30,369,5/13/2014
AZ,Entertainment,High Income,<= 30,444,5/13/2014
AZ,Food and Restaurent,High Income,<= 30,444,5/13/2014
AZ,Entertainment,High Income,>= 50,444,5/14/2014
AZ,Hobby,High Income,30 to 40,444,5/14/2014
AZ,Education,High Income,>= 50,444,5/14/2014
NY,Food and Restaurent,High Income,<= 30,1000,5/14/2014
NY,Hobby,High Income,<= 30,448,5/14/2014
NY,Entertainment,High Income,40 to 50,732,5/14/2014
NY,Entertainment,High Income,30 to 40,3039.21,5/14/2014
AZ,Food and Restaurent,High Income,30 to 40,444,5/14/2014
AZ,Hobby,High Income,30 to 40,444,5/14/2014
NY,Food and Restaurent,High Income,40 to 50,146,5/14/2014
AZ,Entertainment,High Income,<= 30,444,5/14/2014
AZ,Entertainment,High Income,30 to 40,444,5/14/2014
NY,Entertainment,High Income,>= 50,0,5/14/2014
AZ,Food and Restaurent,High Income,<= 30,444,5/14/2014
AZ,Food and Restaurent,High Income,>= 50,444,5/14/2014
NY,Hobby,High Income,40 to 50,1000,5/14/2014
AZ,Food and Restaurent,Medium Income,<= 30,444,5/14/2014
AZ,Gamble,High Income,30 to 40,444,5/14/2014
AZ,Food and Restaurent,High Income,30 to 40,444,5/14/2014
AZ,Food and Restaurent,High Income,<= 30,444,5/15/2014
AZ,Food and Restaurent,High Income,<= 30,444,5/15/2014
NY,Food and Restaurent,High Income,<= 30,168,5/15/2014
AZ,Food and Restaurent,High Income,30 to 40,444,5/15/2014
AZ,Food and Restaurent,High Income,<= 30,444,5/15/2014
NY,Food and Restaurent,High Income,<= 30,92,5/16/2014
AZ,Entertainment,High Income,<= 30,444,5/16/2014
AZ,Food and Restaurent,High Income,<= 30,444,5/16/2014
AZ,Food and Restaurent,Medium Income,<= 30,444,5/16/2014
AZ,Food and Restaurent,High Income,<= 30,444,5/16/2014
NY,Food and Restaurent,Medium Income,30 to 40,926,5/16/2014
NY,Food and Restaurent,High Income,<= 30,594,5/16/2014
NY,Food and Restaurent,High Income,<= 30,109,5/17/2014
AZ,Food and Restaurent,Medium Income,<= 30,444,5/17/2014
AZ,Food and Restaurent,Medium Income,<= 30,444,5/17/2014
AZ,Food and Restaurent,High Income,<= 30,444,5/17/2014
AZ,Food and Restaurent,High Income,<= 30,444,5/17/2014
AZ,Entertainment,High Income,>= 50,444,5/17/2014
NY,Hobby,High Income,30 to 40,193,5/17/2014
NY,Gamble,High Income,30 to 40,296,5/17/2014
NY,Food and Restaurent,High Income,40 to 50,191,5/18/2014
AZ,Hobby,High Income,40 to 50,444,5/18/2014
AZ,Food and Restaurent,High Income,<= 30,444,5/18/2014
AZ,Food and Restaurent,High Income,<= 30,444,5/18/2014
AZ,Food and Restaurent,High Income,<= 30,444,5/18/2014
AZ,Food and Restaurent,High Income,<= 30,444,5/18/2014
AZ,Food and Restaurent,High Income,<= 30,0,5/18/2014
AZ,Entertainment,Medium Income,<= 30,0,5/18/2014
AZ,Food and Restaurent,High Income,<= 30,0,5/18/2014
AZ,Food and Restaurent,High Income,<= 30,0,5/18/2014
AZ,Food and Restaurent,High Income,40 to 50,0,5/18/2014
AZ,Entertainment,High Income,<= 30,0,5/19/2014
AZ,Food and Restaurent,High Income,30 to 40,0,5/19/2014
AZ,Hobby,High Income,<= 30,0,5/19/2014
AZ,Food and Restaurent,High Income,30 to 40,0,5/19/2014
AZ,Food and Restaurent,High Income,30 to 40,0,5/19/2014
AZ,Food and Restaurent,High Income,30 to 40,0,5/19/2014
AZ,Food and Restaurent,High Income,30 to 40,0,5/19/2014
AZ,Food and Restaurent,High Income,30 to 40,0,5/19/2014
AZ,Food and Restaurent,High Income,30 to 40,0,5/19/2014
AZ,Food and Restaurent,High Income,30 to 40,10,5/19/2014
AZ,Food and Restaurent,High Income,30 to 40,32,5/19/2014
AZ,Food and Restaurent,High Income,<= 30,32,5/19/2014
NY,Food and Restaurent,High Income,<= 30,387,5/19/2014
AZ,Hobby,High Income,30 to 40,34,5/20/2014
NY,Food and Restaurent,High Income,40 to 50,141,5/20/2014
NY,Food and Restaurent,High Income,30 to 40,661,5/20/2014
AZ,Food and Restaurent,High Income,30 to 40,36,5/20/2014
AZ,Food and Restaurent,High Income,<= 30,41,5/20/2014
AZ,Hobby,High Income,30 to 40,43,5/20/2014
AZ,Hobby,High Income,<= 30,46,5/20/2014
AZ,Food and Restaurent,High Income,40 to 50,50,5/20/2014
AZ,Food and Restaurent,High Income,30 to 40,50,5/20/2014
AZ,Food and Restaurent,High Income,30 to 40,51,5/20/2014
AZ,Food and Restaurent,High Income,>= 50,51,5/20/2014
AZ,Food and Restaurent,High Income,<= 30,51,5/20/2014
AZ,Hobby,High Income,30 to 40,51,5/20/2014
AZ,Food and Restaurent,High Income,40 to 50,53,5/20/2014
AZ,Food and Restaurent,High Income,30 to 40,56,5/20/2014
AZ,Food and Restaurent,High Income,<= 30,56,5/21/2014
AZ,Food and Restaurent,High Income,30 to 40,56,5/21/2014
AZ,Food and Restaurent,High Income,<= 30,57,5/21/2014
AZ,Food and Restaurent,High Income,<= 30,58,5/21/2014
AZ,Food and Restaurent,High Income,<= 30,59,5/21/2014
AZ,Food and Restaurent,High Income,30 to 40,60,5/21/2014
NY,Food and Restaurent,High Income,40 to 50,0,5/21/2014
AZ,Food and Restaurent,High Income,<= 30,63,5/21/2014
NY,Food and Restaurent,High Income,<= 30,793.92,5/21/2014
AZ,Food and Restaurent,High Income,<= 30,64,5/21/2014
AZ,Food and Restaurent,High Income,<= 30,64,5/21/2014
AZ,Food and Restaurent,High Income,<= 30,64,5/21/2014
AZ,Food and Restaurent,High Income,<= 30,64,5/21/2014
AZ,Food and Restaurent,High Income,<= 30,64,5/21/2014
AZ,Food and Restaurent,High Income,30 to 40,64,5/21/2014
AZ,Hobby,High Income,30 to 40,64,5/22/2014
AZ,Food and Restaurent,High Income,30 to 40,64,5/22/2014
AZ,Food and Restaurent,High Income,30 to 40,65,5/22/2014
NY,Food and Restaurent,High Income,<= 30,1025,5/23/2014
NY,Education,High Income,40 to 50,0,5/23/2014
NY,Food and Restaurent,High Income,<= 30,195,5/23/2014
NY,Food and Restaurent,High Income,40 to 50,204,5/23/2014
AZ,Food and Restaurent,High Income,<= 30,67,5/23/2014
NY,Hobby,High Income,30 to 40,0,5/23/2014
AZ,Food and Restaurent,High Income,30 to 40,68,5/23/2014
NY,Food and Restaurent,High Income,<= 30,324,5/23/2014
NY,Hobby,High Income,>= 50,1582,5/23/2014
AZ,Food and Restaurent,High Income,30 to 40,69,5/23/2014
AZ,Hobby,High Income,<= 30,70,5/23/2014
AZ,Food and Restaurent,High Income,<= 30,70.73,5/24/2014
AZ,Food and Restaurent,High Income,<= 30,71,5/24/2014
AZ,Food and Restaurent,High Income,30 to 40,71,5/24/2014
NY,Hobby,High Income,>= 50,0,5/24/2014
AZ,Food and Restaurent,High Income,<= 30,71,5/24/2014
AZ,Food and Restaurent,High Income,<= 30,71,5/24/2014
AZ,Entertainment,High Income,30 to 40,72,5/25/2014
AZ,Food and Restaurent,High Income,<= 30,72,5/25/2014
AZ,Entertainment,High Income,30 to 40,72,5/25/2014
AZ,Food and Restaurent,High Income,30 to 40,74,5/25/2014
AZ,Food and Restaurent,High Income,30 to 40,74,5/25/2014
NY,Food and Restaurent,High Income,30 to 40,139,5/25/2014
NY,Hobby,High Income,30 to 40,186,5/25/2014
AZ,Food and Restaurent,High Income,<= 30,74,5/25/2014
AZ,Food and Restaurent,High Income,<= 30,75,5/25/2014
AZ,Food and Restaurent,High Income,<= 30,75,5/25/2014
NY,Food and Restaurent,High Income,<= 30,307,5/25/2014
AZ,Food and Restaurent,High Income,<= 30,75,5/25/2014
AZ,Food and Restaurent,High Income,<= 30,75.44,5/25/2014
AZ,Food and Restaurent,High Income,<= 30,76,5/25/2014
AZ,Food and Restaurent,High Income,<= 30,76,5/26/2014
AZ,Food and Restaurent,High Income,<= 30,76,5/26/2014
AZ,Food and Restaurent,High Income,<= 30,77,5/26/2014
AZ,Food and Restaurent,High Income,<= 30,77,5/26/2014
AZ,Food and Restaurent,High Income,<= 30,77,5/26/2014
AZ,Food and Restaurent,High Income,30 to 40,77,5/26/2014
AZ,Hobby,High Income,<= 30,77,5/26/2014
NY,Entertainment,High Income,30 to 40,186,5/26/2014
AZ,Entertainment,High Income,>= 50,77,5/26/2014
AZ,Hobby,High Income,<= 30,77,5/26/2014
AZ,Food and Restaurent,Medium Income,<= 30,77,5/26/2014
AZ,Food and Restaurent,High Income,30 to 40,78,5/26/2014
AZ,Food and Restaurent,High Income,<= 30,78,5/26/2014
AZ,Food and Restaurent,High Income,<= 30,78,5/26/2014
AZ,Food and Restaurent,High Income,30 to 40,79,5/26/2014
NY,Food and Restaurent,High Income,30 to 40,129,5/26/2014
NY,Food and Restaurent,High Income,30 to 40,710,5/26/2014
NY,Hobby,High Income,40 to 50,299,5/26/2014
NY,Entertainment,High Income,30 to 40,193,5/26/2014
NY,Food and Restaurent,High Income,30 to 40,0,5/26/2014
AZ,Entertainment,High Income,30 to 40,79,5/27/2014
AZ,Food and Restaurent,High Income,30 to 40,79.96,5/27/2014
AZ,Food and Restaurent,High Income,30 to 40,80,5/27/2014
AZ,Hobby,High Income,30 to 40,80,5/27/2014
AZ,Hobby,High Income,30 to 40,81,5/27/2014
AZ,Hobby,High Income,30 to 40,81,5/27/2014
AZ,Food and Restaurent,High Income,>= 50,81,5/28/2014
AZ,Food and Restaurent,High Income,<= 30,82,5/28/2014
NY,Food and Restaurent,High Income,30 to 40,283,5/28/2014
AZ,Entertainment,High Income,<= 30,84,5/28/2014
AZ,Food and Restaurent,High Income,30 to 40,84,5/28/2014
AZ,Food and Restaurent,High Income,30 to 40,84,5/28/2014
NY,Hobby,High Income,30 to 40,750,5/28/2014
AZ,Hobby,High Income,30 to 40,84,5/28/2014
NY,Hobby,High Income,<= 30,394,5/28/2014
NY,Food and Restaurent,High Income,40 to 50,217,5/28/2014
NY,Food and Restaurent,High Income,40 to 50,456,5/28/2014
AZ,Food and Restaurent,High Income,30 to 40,84,5/29/2014
AZ,Food and Restaurent,High Income,30 to 40,85,5/29/2014
AZ,Food and Restaurent,High Income,30 to 40,85,5/29/2014
AZ,Food and Restaurent,High Income,30 to 40,85,5/29/2014
AZ,Gamble,High Income,30 to 40,85,5/29/2014
AZ,Food and Restaurent,Medium Income,<= 30,87,5/29/2014
AZ,Food and Restaurent,High Income,<= 30,87,5/29/2014
AZ,Food and Restaurent,High Income,<= 30,87,5/29/2014
NY,Hobby,High Income,>= 50,617,5/30/2014
AZ,Hobby,High Income,<= 30,89,5/30/2014
AZ,Hobby,High Income,<= 30,89.59,5/30/2014
AZ,Hobby,High Income,30 to 40,90,5/31/2014
NY,Entertainment,Medium Income,30 to 40,1017,5/31/2014
AZ,Food and Restaurent,High Income,30 to 40,90,5/31/2014
AZ,Food and Restaurent,High Income,30 to 40,92,5/31/2014
AZ,Food and Restaurent,High Income,30 to 40,93.54,5/31/2014
AZ,Food and Restaurent,High Income,30 to 40,94,5/31/2014
AZ,Food and Restaurent,High Income,30 to 40,94,5/31/2014
AZ,Gamble,High Income,30 to 40,94,5/31/2014
NY,Hobby,High Income,<= 30,0,5/31/2014
NY,Food and Restaurent,High Income,<= 30,569,5/31/2014
AZ,Food and Restaurent,High Income,<= 30,94,5/31/2014
NY,Hobby,High Income,<= 30,264,5/31/2014
NY,Food and Restaurent,High Income,<= 30,173,5/31/2014
AZ,Gamble,High Income,<= 30,95,6/1/2014
NY,Entertainment,High Income,30 to 40,630,6/1/2014
AZ,Food and Restaurent,High Income,<= 30,95,6/1/2014
AZ,Food and Restaurent,High Income,<= 30,95,6/1/2014
AZ,Hobby,High Income,30 to 40,95,6/1/2014
AZ,Hobby,High Income,<= 30,95,6/1/2014
NY,Entertainment,High Income,30 to 40,766,6/1/2014
AZ,Hobby,High Income,30 to 40,95.48,6/1/2014
AZ,Food and Restaurent,High Income,<= 30,97,6/1/2014
AZ,Food and Restaurent,High Income,30 to 40,97,6/1/2014
AZ,Food and Restaurent,High Income,<= 30,97,6/1/2014
NY,Food and Restaurent,High Income,40 to 50,135,6/1/2014
AZ,Food and Restaurent,High Income,<= 30,97,6/2/2014
NY,Food and Restaurent,High Income,40 to 50,390,6/2/2014
AZ,Food and Restaurent,High Income,<= 30,97,6/2/2014
AZ,Food and Restaurent,High Income,<= 30,98,6/2/2014
AZ,Hobby,High Income,<= 30,100,6/2/2014
AZ,Food and Restaurent,High Income,30 to 40,101,6/2/2014
AZ,Food and Restaurent,High Income,>= 50,102,6/2/2014
NY,Food and Restaurent,High Income,<= 30,1008,6/2/2014
NY,Food and Restaurent,High Income,>= 50,366,6/2/2014
NY,Hobby,High Income,<= 30,194,6/2/2014
NY,Hobby,High Income,<= 30,133,6/2/2014
AZ,Food and Restaurent,High Income,<= 30,102,6/2/2014
AZ,Entertainment,High Income,<= 30,103,6/2/2014
AZ,Hobby,High Income,30 to 40,103,6/2/2014
AZ,Hobby,High Income,30 to 40,103,6/2/2014
AZ,Hobby,High Income,30 to 40,103,6/2/2014
AZ,Food and Restaurent,High Income,30 to 40,103,6/3/2014
AZ,Hobby,High Income,30 to 40,103,6/3/2014
AZ,Hobby,High Income,30 to 40,103,6/3/2014
NY,Entertainment,High Income,<= 30,175,6/3/2014
NY,Food and Restaurent,High Income,30 to 40,316,6/3/2014
AZ,Hobby,Medium Income,40 to 50,103,6/3/2014
NY,Food and Restaurent,High Income,30 to 40,203,6/3/2014
NY,Hobby,High Income,30 to 40,479,6/3/2014
NY,Gamble,High Income,30 to 40,648,6/3/2014
NY,Hobby,High Income,30 to 40,112,6/3/2014
AZ,Food and Restaurent,High Income,30 to 40,103,6/3/2014
AZ,Hobby,High Income,<= 30,104,6/3/2014
AZ,Food and Restaurent,High Income,<= 30,104,6/3/2014
AZ,Food and Restaurent,High Income,<= 30,104,6/3/2014
AZ,Food and Restaurent,Medium Income,<= 30,105,6/3/2014
AZ,Food and Restaurent,Medium Income,<= 30,105.66,6/4/2014
AZ,Entertainment,High Income,>= 50,106,6/4/2014
NY,Gamble,High Income,30 to 40,238,6/4/2014
NY,Food and Restaurent,High Income,<= 30,189.43,6/4/2014
NY,Hobby,High Income,<= 30,692,6/4/2014
AZ,Food and Restaurent,High Income,<= 30,106,6/4/2014
AZ,Hobby,Medium Income,30 to 40,107,6/4/2014
AZ,Entertainment,High Income,>= 50,107,6/4/2014
AZ,Gamble,High Income,<= 30,107,6/4/2014
AZ,Food and Restaurent,Medium Income,<= 30,107,6/4/2014
AZ,Food and Restaurent,High Income,<= 30,109,6/4/2014
AZ,Food and Restaurent,High Income,>= 50,109,6/4/2014
AZ,Hobby,Medium Income,<= 30,109.02,6/4/2014
AZ,Hobby,High Income,40 to 50,110,6/5/2014
AZ,Food and Restaurent,High Income,>= 50,110,6/5/2014
NY,Gamble,High Income,>= 50,505,6/5/2014
NY,Hobby,High Income,30 to 40,0,6/5/2014
AZ,Gamble,High Income,<= 30,110,6/5/2014
NY,Food and Restaurent,High Income,30 to 40,714,6/5/2014
NY,Food and Restaurent,High Income,>= 50,170,6/5/2014
NY,Food and Restaurent,High Income,30 to 40,766,6/6/2014
NY,Food and Restaurent,High Income,30 to 40,210,6/6/2014
NY,Food and Restaurent,High Income,40 to 50,340,6/6/2014
NY,Food and Restaurent,High Income,40 to 50,138,6/6/2014
NY,Food and Restaurent,High Income,40 to 50,203,6/6/2014
NY,Food and Restaurent,High Income,<= 30,193,6/6/2014
NY,Food and Restaurent,High Income,<= 30,201,6/6/2014
NY,Food and Restaurent,High Income,30 to 40,85,6/6/2014
NY,Food and Restaurent,High Income,40 to 50,113,6/6/2014
NY,Hobby,High Income,40 to 50,56,6/6/2014
NY,Entertainment,High Income,40 to 50,266,6/7/2014
NY,Food and Restaurent,High Income,<= 30,298,6/7/2014
NY,Hobby,High Income,<= 30,1757.05,6/7/2014
AZ,Entertainment,High Income,<= 30,110.3,6/7/2014
AZ,Food and Restaurent,High Income,<= 30,111,6/7/2014
AZ,Food and Restaurent,High Income,<= 30,111.99,6/7/2014
AZ,Gamble,High Income,<= 30,112,6/7/2014
AZ,Hobby,High Income,<= 30,112,6/7/2014
NY,Education,High Income,30 to 40,101,6/7/2014
AZ,Food and Restaurent,High Income,>= 50,113,6/7/2014
AZ,Gamble,High Income,30 to 40,113,6/7/2014
AZ,Entertainment,High Income,<= 30,113,6/7/2014
AZ,Entertainment,High Income,<= 30,113,6/7/2014
AZ,Hobby,High Income,<= 30,113,6/7/2014
AZ,Entertainment,High Income,>= 50,113.16,6/7/2014
AZ,Food and Restaurent,High Income,30 to 40,113.16,6/7/2014
AZ,Food and Restaurent,High Income,<= 30,114,6/7/2014
AZ,Hobby,High Income,<= 30,114,6/7/2014
AZ,Food and Restaurent,High Income,30 to 40,114.22,6/7/2014
NY,Food and Restaurent,High Income,<= 30,148,6/7/2014
NY,Hobby,High Income,<= 30,354,6/7/2014
AZ,Gamble,High Income,30 to 40,115,6/7/2014
AZ,Hobby,High Income,>= 50,115,6/7/2014
AZ,Hobby,High Income,40 to 50,115,6/7/2014
AZ,Hobby,High Income,<= 30,116,6/7/2014
NY,Entertainment,High Income,30 to 40,1606.14,6/8/2014
NY,Food and Restaurent,High Income,<= 30,94,6/8/2014
AZ,Gamble,High Income,<= 30,116,6/8/2014
NY,Food and Restaurent,High Income,<= 30,677,6/8/2014
NY,Food and Restaurent,High Income,<= 30,286,6/8/2014
NY,Food and Restaurent,High Income,<= 30,153,6/8/2014
NY,Entertainment,High Income,<= 30,557,6/8/2014
NY,Hobby,High Income,<= 30,92,6/8/2014
NY,Hobby,High Income,30 to 40,491,6/8/2014
NY,Food and Restaurent,High Income,30 to 40,60,6/8/2014
NY,Food and Restaurent,High Income,<= 30,365,6/8/2014
NY,Hobby,High Income,<= 30,216,6/8/2014
AZ,Gamble,High Income,30 to 40,116,6/8/2014
AZ,Food and Restaurent,High Income,40 to 50,116,6/8/2014
AZ,Food and Restaurent,High Income,30 to 40,116,6/8/2014
AZ,Food and Restaurent,High Income,40 to 50,116,6/8/2014
AZ,Entertainment,High Income,<= 30,116,6/8/2014
AZ,Hobby,High Income,30 to 40,117,6/8/2014
AZ,Food and Restaurent,High Income,30 to 40,117,6/8/2014
AZ,Hobby,High Income,30 to 40,117,6/8/2014
AZ,Gamble,High Income,30 to 40,118,6/8/2014
AZ,Hobby,High Income,<= 30,118,6/8/2014
AZ,Food and Restaurent,High Income,30 to 40,118,6/8/2014
AZ,Gamble,High Income,30 to 40,118,6/8/2014
AZ,Gamble,High Income,<= 30,118,6/8/2014
NY,Food and Restaurent,High Income,30 to 40,189,6/9/2014
AZ,Entertainment,Medium Income,<= 30,118,6/9/2014
AZ,Hobby,High Income,<= 30,119,6/9/2014
NY,Food and Restaurent,Low Income,>= 50,1114,6/9/2014
AZ,Gamble,High Income,30 to 40,119,6/9/2014
NY,Entertainment,High Income,30 to 40,0,6/9/2014
NY,Entertainment,High Income,30 to 40,224,6/9/2014
NY,Food and Restaurent,High Income,30 to 40,1161.89,6/9/2014
NY,Food and Restaurent,High Income,30 to 40,531,6/10/2014
NY,Food and Restaurent,High Income,30 to 40,189,6/10/2014
NY,Food and Restaurent,High Income,30 to 40,399,6/10/2014
NY,Entertainment,High Income,<= 30,0,6/11/2014
NY,Gamble,High Income,<= 30,504,6/11/2014
AZ,Food and Restaurent,High Income,30 to 40,119,6/11/2014
AZ,Hobby,High Income,<= 30,120,6/11/2014
AZ,Food and Restaurent,High Income,<= 30,120,6/11/2014
NY,Entertainment,High Income,<= 30,0,6/11/2014
AZ,Gamble,High Income,30 to 40,120.23,6/11/2014
AZ,Hobby,High Income,30 to 40,121,6/11/2014
AZ,Food and Restaurent,High Income,<= 30,121,6/11/2014
NY,Food and Restaurent,High Income,30 to 40,1632.57,6/11/2014
NY,Entertainment,High Income,<= 30,722,6/11/2014
AZ,Gamble,High Income,<= 30,121,6/12/2014
NY,Gamble,High Income,30 to 40,191,6/13/2014
NY,Gamble,High Income,40 to 50,427,6/13/2014
NY,Gamble,High Income,30 to 40,351,6/13/2014
AZ,Entertainment,High Income,<= 30,122,6/13/2014
AZ,Food and Restaurent,High Income,<= 30,122,6/14/2014
AZ,Food and Restaurent,High Income,<= 30,122,6/15/2014
AZ,Gamble,High Income,<= 30,122.16,6/15/2014
NY,Hobby,Low Income,30 to 40,1550,6/15/2014
AZ,Food and Restaurent,High Income,<= 30,123,6/15/2014
NY,Education,High Income,<= 30,1285,6/15/2014
AZ,Food and Restaurent,Medium Income,<= 30,123,6/15/2014
NY,Food and Restaurent,High Income,30 to 40,184,6/15/2014
AZ,Food and Restaurent,High Income,<= 30,123,6/15/2014
NY,Hobby,Low Income,40 to 50,1540,6/15/2014
NY,Entertainment,High Income,>= 50,483.29,6/15/2014
AZ,Entertainment,High Income,<= 30,123,6/15/2014
AZ,Hobby,High Income,30 to 40,123.05,6/15/2014
AZ,Hobby,High Income,30 to 40,123.77,6/15/2014
NY,Entertainment,High Income,>= 50,1924.77,6/15/2014
AZ,Gamble,High Income,<= 30,123.77,6/15/2014
AZ,Gamble,High Income,<= 30,123.77,6/16/2014
AZ,Food and Restaurent,High Income,<= 30,124,6/16/2014
AZ,Food and Restaurent,High Income,<= 30,124,6/16/2014
NY,Food and Restaurent,High Income,30 to 40,374,6/16/2014
NY,Food and Restaurent,High Income,30 to 40,256,6/16/2014
NY,Food and Restaurent,High Income,30 to 40,0,6/16/2014
AZ,Food and Restaurent,High Income,<= 30,124,6/17/2014
NY,Food and Restaurent,High Income,30 to 40,321,6/17/2014
NY,Food and Restaurent,High Income,<= 30,314,6/17/2014
NY,Food and Restaurent,High Income,>= 50,393,6/17/2014
AZ,Entertainment,High Income,>= 50,124,6/17/2014
AZ,Hobby,High Income,<= 30,125,6/17/2014
NY,Entertainment,High Income,>= 50,1167,6/18/2014
AZ,Gamble,High Income,<= 30,126,6/18/2014
NY,Food and Restaurent,High Income,30 to 40,0,6/18/2014
NY,Food and Restaurent,High Income,30 to 40,383.42,6/18/2014
NY,Food and Restaurent,High Income,30 to 40,0,6/18/2014
NY,Hobby,High Income,<= 30,524.55,6/18/2014
NY,Hobby,High Income,30 to 40,432,6/18/2014
NY,Hobby,High Income,30 to 40,443,6/18/2014
NY,Food and Restaurent,High Income,30 to 40,168,6/18/2014
AZ,Food and Restaurent,High Income,40 to 50,126,6/18/2014
NY,Food and Restaurent,High Income,<= 30,77,6/18/2014
AZ,Food and Restaurent,High Income,30 to 40,126.13,6/18/2014
AZ,Gamble,High Income,40 to 50,127,6/18/2014
AZ,Entertainment,High Income,<= 30,128.49,6/18/2014
AZ,Hobby,High Income,<= 30,129,6/19/2014
AZ,Entertainment,High Income,30 to 40,129,6/19/2014
AZ,Hobby,Medium Income,<= 30,129,6/19/2014
NY,Hobby,High Income,30 to 40,691,6/21/2014
NY,Food and Restaurent,High Income,30 to 40,181,6/21/2014
AZ,Gamble,High Income,<= 30,129,6/21/2014
AZ,Gamble,High Income,<= 30,129,6/21/2014
AZ,Gamble,High Income,<= 30,129,6/21/2014
AZ,Food and Restaurent,Medium Income,<= 30,129.66,6/21/2014
AZ,Gamble,High Income,<= 30,129.66,6/22/2014
AZ,Food and Restaurent,High Income,<= 30,129.72,6/22/2014
AZ,Food and Restaurent,High Income,<= 30,130,6/22/2014
NY,Hobby,High Income,30 to 40,156,6/22/2014
NY,Food and Restaurent,High Income,<= 30,156,6/22/2014
AZ,Gamble,High Income,30 to 40,130,6/22/2014
AZ,Hobby,High Income,30 to 40,130,6/22/2014
AZ,Food and Restaurent,High Income,30 to 40,130,6/23/2014
AZ,Food and Restaurent,High Income,30 to 40,130,6/23/2014
AZ,Hobby,High Income,<= 30,130,6/23/2014
AZ,Gamble,High Income,30 to 40,130.38,6/23/2014
AZ,Gamble,High Income,<= 30,130.38,6/23/2014
AZ,Hobby,High Income,30 to 40,131,6/23/2014
AZ,Food and Restaurent,High Income,<= 30,131,6/23/2014
NY,Food and Restaurent,High Income,<= 30,300,6/23/2014
NY,Food and Restaurent,High Income,<= 30,409,6/23/2014
AZ,Entertainment,High Income,30 to 40,131.62,6/23/2014
NY,Gamble,High Income,30 to 40,225,6/23/2014
NY,Gamble,High Income,<= 30,603.52,6/23/2014
NY,Food and Restaurent,High Income,<= 30,1676,6/23/2014
NY,Hobby,High Income,30 to 40,924,6/24/2014
NY,Food and Restaurent,High Income,<= 30,182,6/24/2014
